work_id,state,ida,mp_name,constituency,work_category,work_description_clean,recommended_dt,sanction_dt,sanction_amount,sanction_delay_days,duplicate_similarity_score,similar_work_id,is_duplicate_flag,mp_allocated_limit,mp_total_sanctioned,mp_utilization_pct,work_status,anomaly_label,anomaly_score,risk_score,risk_level,shap_top_attribution,anomaly_reason
"WS/MP577/2025-2026/133580-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,minakyar game bilval faliya ma c.c.road nu kam,2024-07-17,2025-10-04,247496.0,444,0.2428,"WS/MP577/2025-2026/156515-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,43181038.0,29.37,Sanction,1,0.032443410843153664,20.6,Low,state_Gujarat (-1.0408),Severe sanction delay of 444 days (> 1 year) between recommendation and approval.
"WS/MP577/2025-2026/133581-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,kharva game rasulbhaina ghar pase nikalti  sheri thi aanganvadi sudhi c.c.road nu kam,2024-07-17,2026-01-12,250000.0,544,0.1607,"WS/MP577/2024-2025/133592-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,43181038.0,29.37,Sanction,1,0.019284550758610908,20.4,Low,state_Gujarat (-1.0443),Severe sanction delay of 544 days (> 1 year) between recommendation and approval.
WS/MP577/2025-2026/133582-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,nelsur game aashram faliya ma saamuhik kuva nu kam,2024-07-17,2026-01-12,250000.0,544,0.1103,WS/MP577/2024-2025/140754-Construction of public irrigation facilities,False,147000000.0,43181038.0,29.37,Sanction,1,0.019284550758610908,18.9,Low,state_Gujarat (-1.0443),Severe sanction delay of 544 days (> 1 year) between recommendation and approval.
WS/MP577/2025-2026/133583-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,ambli game khada faliya ma samuhik  kuva nu kam,2024-07-17,2026-01-12,250000.0,544,0.3495,WS/MP577/2024-2025/140754-Construction of public irrigation facilities,False,147000000.0,43181038.0,29.37,Sanction,1,0.019284550758610908,26.1,Low,state_Gujarat (-1.0443),Severe sanction delay of 544 days (> 1 year) between recommendation and approval.
"WS/MP577/2024-2025/133584-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,vajelav game sarpanch faliya ma c.c.road nu kam,2024-07-17,2025-03-27,249291.0,253,0.3883,"WS/MP577/2025-2026/133553-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,43181038.0,29.37,Physical Inspection,1,0.0743643044308574,17.7,Low,state_Gujarat (-1.0448),Standard project parameters within normal baseline limits.
"WS/MP577/2024-2025/133585-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,matwa game navi vsahat thi badarbhai plas na ghar sudhi c.c.road nu kam,2024-07-17,2025-03-27,250000.0,253,0.1789,"WS/MP577/2025-2026/133565-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,43181038.0,29.37,Physical Inspection,1,0.0743643044308574,11.4,Low,state_Gujarat (-1.0448),Standard project parameters within normal baseline limits.
"WS/MP577/2024-2025/133586-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,abhlod game indira nagari faliya ma c.c.road nu kam,2024-07-17,2025-03-27,249291.0,253,0.2165,"WS/MP577/2025-2026/156515-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,43181038.0,29.37,Sanction,1,0.05256968470261886,16.3,Low,state_Gujarat (-1.0442),Standard project parameters within normal baseline limits.
"WS/MP577/2025-2026/133587-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,zari burjarg game dungra faliya ma aanganvadi thi ramanbhai vanabhai na ghar sudhi c.c.road nu kam,2024-07-17,2025-10-04,247496.0,444,0.1593,"WS/MP577/2025-2026/133565-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,43181038.0,29.37,Sanction,1,0.032443410843153664,18.1,Low,state_Gujarat (-1.0408),Severe sanction delay of 444 days (> 1 year) between recommendation and approval.
"WS/MP577/2024-2025/133588-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,rayan panchayat limbu faliya thi lilva talavne jodto c.c.road nu kam,2024-07-17,2025-03-27,250000.0,253,0.1556,"WS/MP577/2024-2025/133600-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,43181038.0,29.37,Physical Inspection,1,0.0743643044308574,10.7,Low,state_Gujarat (-1.0448),Standard project parameters within normal baseline limits.
WS/MP577/2025-2026/133589-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,boriyala game divaniya faliya ma samuhik kuva nu kam,2024-07-17,2026-01-12,250000.0,544,0.3495,WS/MP577/2024-2025/140754-Construction of public irrigation facilities,False,147000000.0,43181038.0,29.37,Sanction,1,0.019284550758610908,26.1,Low,state_Gujarat (-1.0443),Severe sanction delay of 544 days (> 1 year) between recommendation and approval.
WS/MP577/2025-2026/133590-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,patiya game simada faliya ma samuhik kuva nu kam,2024-07-17,2026-01-12,250000.0,544,0.3592,WS/MP577/2024-2025/140754-Construction of public irrigation facilities,False,147000000.0,43181038.0,29.37,Sanction,1,0.019284550758610908,26.4,Low,state_Gujarat (-1.0443),Severe sanction delay of 544 days (> 1 year) between recommendation and approval.
"WS/MP577/2025-2026/133591-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,abhlod game umriya umariya faliya thi pranmji mandir par c.c.road nu kam,2024-07-17,2026-01-12,250000.0,544,0.1276,"WS/MP577/2024-2025/133586-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,43181038.0,29.37,Physical Inspection,1,0.03961734955429752,15.9,Low,state_Gujarat (-1.0398),Severe sanction delay of 544 days (> 1 year) between recommendation and approval.
"WS/MP577/2024-2025/133592-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,kharva game bhuriya faliya ma c.c.road nu kam,2024-07-17,2025-03-27,249291.0,253,0.6242,"WS/MP577/2025-2026/133579-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,43181038.0,29.37,Sanction,1,0.05256968470261886,28.6,Low,state_Gujarat (-1.0442),Standard project parameters within normal baseline limits.
WS/MP577/2025-2026/133593-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,DHAMANBARI GAME NISHAL FALIYAMA SAMUHIK KUVANU KAM,2024-07-17,2026-01-02,350000.0,534,0.6198,WS/MP577/2024-2025/147091-Establishing public lift irrigation projects,False,147000000.0,43181038.0,29.37,Sanction,1,0.02344544779149227,33.5,Low,state_Gujarat (-0.9757),Severe sanction delay of 534 days (> 1 year) between recommendation and approval.
"WS/MP577/2025-2026/133594-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,patiya game katara faliya thi samshan sudhi c.c.road nu kam,2024-07-17,2026-01-12,250000.0,544,0.2941,WS/MP577/2024-2025/140755-Construction of public irrigation facilities,False,147000000.0,43181038.0,29.37,Sanction,1,0.019284550758610908,24.4,Low,state_Gujarat (-1.0443),Severe sanction delay of 544 days (> 1 year) between recommendation and approval.
"WS/MP577/2025-2026/133595-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,nadhelav game bara na kotar thi shala taraf jata rasta par c.c.road nu kam,2024-07-17,2025-10-04,247496.0,444,0.3649,"WS/MP577/2025-2026/133551-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,43181038.0,29.37,Sanction,1,0.032443410843153664,24.3,Low,state_Gujarat (-1.0408),Severe sanction delay of 444 days (> 1 year) between recommendation and approval.
"WS/MP577/2025-2026/133596-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,abhlod game mukhy rastaa thi  bor faliya sudhi c.c.road nu kam,2024-07-17,2026-01-12,300000.0,544,0.2282,"WS/MP577/2024-2025/140759-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,43181038.0,29.37,Sanction,1,0.021113202239798456,22.1,Low,state_Gujarat (-1.0378),Severe sanction delay of 544 days (> 1 year) between recommendation and approval.
"WS/MP577/2024-2025/133597-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,nimach game nichvas faliya ma c.c.road nu kam,2024-07-17,2025-03-27,249291.0,253,0.2428,"WS/MP577/2025-2026/156515-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,43181038.0,29.37,Physical Inspection,1,0.0743643044308574,13.3,Low,state_Gujarat (-1.0448),Standard project parameters within normal baseline limits.
"WS/MP577/2024-2025/133598-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,vadva game bariya faliya anganvadi ne jodto c.c.road nu kam,2024-07-17,2025-03-27,249291.0,253,0.2543,"WS/MP577/2025-2026/133562-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,43181038.0,29.37,Sanction,1,0.05256968470261886,17.5,Low,state_Gujarat (-1.0442),Standard project parameters within normal baseline limits.
WS/MP577/2025-2026/133599-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,zarikhareli ma vaniya faliyama sarvajanik kuva nu kam,2024-07-17,2026-01-12,250000.0,544,0.2207,WS/MP577/2025-2026/133613-Construction of public irrigation facilities,False,147000000.0,43181038.0,29.37,Sanction,1,0.019284550758610908,22.2,Low,state_Gujarat (-1.0443),Severe sanction delay of 544 days (> 1 year) between recommendation and approval.
"WS/MP577/2024-2025/133600-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,sahada game nishal faliya thi khaped faliya ne jodto c.c.road nu kam,2024-07-17,2025-03-27,249291.0,253,0.2461,"WS/MP577/2024-2025/133598-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,43181038.0,29.37,Physical Inspection,1,0.0743643044308574,13.4,Low,state_Gujarat (-1.0448),Standard project parameters within normal baseline limits.
"WS/MP577/2024-2025/133601-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,nava faliya thi bamniya sudhi c.c.road nu kam,2024-07-17,2025-03-27,249291.0,253,0.1476,"WS/MP577/2025-2026/133594-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,43181038.0,29.37,Physical Inspection,1,0.0743643044308574,10.5,Low,state_Gujarat (-1.0448),Standard project parameters within normal baseline limits.
WS/MP577/2025-2026/133602-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,nadhelav game burva  faliyama sarvjanik kuva nu kam,2024-07-17,2026-01-12,250000.0,544,0.2245,WS/MP577/2024-2025/140756-Construction of public irrigation facilities,False,147000000.0,43181038.0,29.37,Physical Inspection,1,0.03961734955429752,18.8,Low,state_Gujarat (-1.0398),Severe sanction delay of 544 days (> 1 year) between recommendation and approval.
"WS/MP577/2025-2026/133603-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,rayan game paka road thi gamtal sudhi c.c.road nu kam,2024-07-17,2026-01-12,250000.0,544,0.4089,"WS/MP577/2025-2026/133558-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,43181038.0,29.37,Sanction,1,0.019284550758610908,27.9,Low,state_Gujarat (-1.0443),Severe sanction delay of 544 days (> 1 year) between recommendation and approval.
WS/MP577/2025-2026/133604-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,PANIVED GAME KALADALA FALIYAMA SARKARI SARVE NUMBER 333 MA SAMUHIK KUVANU KAM,2024-07-17,2026-01-02,250000.0,534,0.1978,WS/MP577/2025-2026/133593-Construction of public irrigation facilities,False,147000000.0,43181038.0,29.37,Sanction,1,0.022807412438092867,20.9,Low,state_Gujarat (-1.0407),Severe sanction delay of 534 days (> 1 year) between recommendation and approval.
"WS/MP577/2025-2026/133605-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,khalta garbadi game risol faliya ma c.c road nu kam,2024-07-17,2026-01-02,250000.0,534,0.241,"WS/MP577/2025-2026/133609-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",False,147000000.0,43181038.0,29.37,Sanction,1,0.022807412438092867,22.2,Low,state_Gujarat (-1.0407),Severe sanction delay of 534 days (> 1 year) between recommendation and approval.
"WS/MP577/2024-2025/133606-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,dumka game main road thi mukhy nishal sudhi c.c.road nu kam,2024-07-17,2025-03-16,250000.0,242,0.3686,"WS/MP577/2024-2025/133607-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,43181038.0,29.37,Sanction,1,0.05256968470261886,20.9,Low,state_Gujarat (-1.096),Standard project parameters within normal baseline limits.
"WS/MP577/2024-2025/133607-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,motimalu game main road thi baheda faliya sudhi c.c.road nu kam,2024-07-17,2025-03-16,250000.0,242,0.3686,"WS/MP577/2024-2025/133606-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,43181038.0,29.37,Sanction,1,0.05256968470261886,20.9,Low,state_Gujarat (-1.096),Standard project parameters within normal baseline limits.
"WS/MP577/2024-2025/133608-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,dumka game anganvadi kendr number 4 par c.c.road nu kam,2024-07-17,2025-03-16,250000.0,242,0.1403,"WS/MP577/2024-2025/133606-Construction of roads, link roads, pathways or any other road with or without drainage system",False,147000000.0,43181038.0,29.37,Sanction,1,0.05256968470261886,14.0,Low,state_Gujarat (-1.096),Standard project parameters within normal baseline limits.
