work_id,state,ida,mp_name,constituency,work_category,work_description_clean,recommended_dt,sanction_dt,sanction_amount,sanction_delay_days,work_status,v1_anomaly_score,cost_anomaly_score,delay_anomaly_score,duplicate_score,fund_utilization_score,v1_contrib,cost_contrib,delay_contrib,duplicate_contrib,fund_contrib,base_weighted_sum,max_signal,composite_risk_score,risk_level,risk_reasons
"WS/MP577/2025-2026/133587-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,zari burjarg game dungra faliya ma aanganvadi thi ramanbhai vanabhai na ghar sudhi c.c.road nu kam,2024-07-17,2025-10-04,247496.0,444,Sanction,27.4,15.0,100.0,0.0,15.0,10.96,2.25,15.0,0.0,2.25,30.46,100.0,72.2,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 444 days.
"WS/MP577/2024-2025/133588-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,rayan panchayat limbu faliya thi lilva talavne jodto c.c.road nu kam,2024-07-17,2025-03-27,250000.0,253,Physical Inspection,11.2,15.0,75.0,0.0,15.0,4.48,2.25,11.25,0.0,2.25,20.23,75.0,53.1,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 253 days.
WS/MP577/2025-2026/133589-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,boriyala game divaniya faliya ma samuhik kuva nu kam,2024-07-17,2026-01-12,250000.0,544,Sanction,32.4,15.0,100.0,0.0,15.0,12.96,2.25,15.0,0.0,2.25,32.46,100.0,73.0,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 544 days.
WS/MP577/2025-2026/133590-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,patiya game simada faliya ma samuhik kuva nu kam,2024-07-17,2026-01-12,250000.0,544,Sanction,32.4,15.0,100.0,0.0,15.0,12.96,2.25,15.0,0.0,2.25,32.46,100.0,73.0,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 544 days.
"WS/MP577/2025-2026/133591-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,abhlod game umriya umariya faliya thi pranmji mandir par c.c.road nu kam,2024-07-17,2026-01-12,250000.0,544,Physical Inspection,24.6,15.0,100.0,0.0,15.0,9.84,2.25,15.0,0.0,2.25,29.34,100.0,71.7,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 544 days.
"WS/MP577/2024-2025/133592-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,kharva game bhuriya faliya ma c.c.road nu kam,2024-07-17,2025-03-27,249291.0,253,Sanction,19.6,15.0,75.0,0.0,15.0,7.84,2.25,11.25,0.0,2.25,23.59,75.0,54.4,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 253 days.
WS/MP577/2025-2026/133593-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,DHAMANBARI GAME NISHAL FALIYAMA SAMUHIK KUVANU KAM,2024-07-17,2026-01-02,350000.0,534,Sanction,30.8,15.0,100.0,0.0,15.0,12.32,2.25,15.0,0.0,2.25,31.82,100.0,72.7,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 534 days.
"WS/MP577/2025-2026/133594-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,patiya game katara faliya thi samshan sudhi c.c.road nu kam,2024-07-17,2026-01-12,250000.0,544,Sanction,32.4,15.0,100.0,0.0,15.0,12.96,2.25,15.0,0.0,2.25,32.46,100.0,73.0,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 544 days.
"WS/MP577/2025-2026/133595-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,nadhelav game bara na kotar thi shala taraf jata rasta par c.c.road nu kam,2024-07-17,2025-10-04,247496.0,444,Sanction,27.4,15.0,100.0,0.0,15.0,10.96,2.25,15.0,0.0,2.25,30.46,100.0,72.2,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 444 days.
"WS/MP577/2025-2026/133596-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,abhlod game mukhy rastaa thi  bor faliya sudhi c.c.road nu kam,2024-07-17,2026-01-12,300000.0,544,Sanction,31.7,15.0,100.0,0.0,15.0,12.68,2.25,15.0,0.0,2.25,32.18,100.0,72.9,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 544 days.
"WS/MP577/2024-2025/133597-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,nimach game nichvas faliya ma c.c.road nu kam,2024-07-17,2025-03-27,249291.0,253,Physical Inspection,11.2,15.0,75.0,0.0,15.0,4.48,2.25,11.25,0.0,2.25,20.23,75.0,53.1,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 253 days.
"WS/MP577/2024-2025/133598-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,vadva game bariya faliya anganvadi ne jodto c.c.road nu kam,2024-07-17,2025-03-27,249291.0,253,Sanction,19.6,15.0,75.0,0.0,15.0,7.84,2.25,11.25,0.0,2.25,23.59,75.0,54.4,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 253 days.
WS/MP577/2025-2026/133599-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,zarikhareli ma vaniya faliyama sarvajanik kuva nu kam,2024-07-17,2026-01-12,250000.0,544,Sanction,32.4,15.0,100.0,0.0,15.0,12.96,2.25,15.0,0.0,2.25,32.46,100.0,73.0,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 544 days.
"WS/MP577/2024-2025/133600-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,sahada game nishal faliya thi khaped faliya ne jodto c.c.road nu kam,2024-07-17,2025-03-27,249291.0,253,Physical Inspection,11.2,15.0,75.0,0.0,15.0,4.48,2.25,11.25,0.0,2.25,20.23,75.0,53.1,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 253 days.
"WS/MP577/2024-2025/133601-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,nava faliya thi bamniya sudhi c.c.road nu kam,2024-07-17,2025-03-27,249291.0,253,Physical Inspection,11.2,15.0,75.0,0.0,15.0,4.48,2.25,11.25,0.0,2.25,20.23,75.0,53.1,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 253 days.
WS/MP577/2025-2026/133602-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,nadhelav game burva  faliyama sarvjanik kuva nu kam,2024-07-17,2026-01-12,250000.0,544,Physical Inspection,24.6,15.0,100.0,0.0,15.0,9.84,2.25,15.0,0.0,2.25,29.34,100.0,71.7,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 544 days.
"WS/MP577/2025-2026/133603-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,rayan game paka road thi gamtal sudhi c.c.road nu kam,2024-07-17,2026-01-12,250000.0,544,Sanction,32.4,15.0,100.0,0.0,15.0,12.96,2.25,15.0,0.0,2.25,32.46,100.0,73.0,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 544 days.
WS/MP577/2025-2026/133604-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,PANIVED GAME KALADALA FALIYAMA SARKARI SARVE NUMBER 333 MA SAMUHIK KUVANU KAM,2024-07-17,2026-01-02,250000.0,534,Sanction,31.1,15.0,100.0,0.0,15.0,12.44,2.25,15.0,0.0,2.25,31.939999999999998,100.0,72.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 534 days.
"WS/MP577/2025-2026/133605-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,khalta garbadi game risol faliya ma c.c road nu kam,2024-07-17,2026-01-02,250000.0,534,Sanction,31.1,15.0,100.0,0.0,15.0,12.44,2.25,15.0,0.0,2.25,31.939999999999998,100.0,72.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 534 days.
"WS/MP577/2024-2025/133606-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,dumka game main road thi mukhy nishal sudhi c.c.road nu kam,2024-07-17,2025-03-16,250000.0,242,Sanction,19.6,15.0,75.0,0.0,15.0,7.84,2.25,11.25,0.0,2.25,23.59,75.0,54.4,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 242 days.
"WS/MP577/2024-2025/133607-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,motimalu game main road thi baheda faliya sudhi c.c.road nu kam,2024-07-17,2025-03-16,250000.0,242,Sanction,19.6,15.0,75.0,0.0,15.0,7.84,2.25,11.25,0.0,2.25,23.59,75.0,54.4,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 242 days.
"WS/MP577/2024-2025/133608-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,dumka game anganvadi kendr number 4 par c.c.road nu kam,2024-07-17,2025-03-16,250000.0,242,Sanction,19.6,15.0,75.0,0.0,15.0,7.84,2.25,11.25,0.0,2.25,23.59,75.0,54.4,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 242 days.
"WS/MP577/2025-2026/133609-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,khalta game mohaniya faliya ma c.c road nu kam,2024-07-17,2026-01-02,250000.0,534,Sanction,31.1,15.0,100.0,0.0,15.0,12.44,2.25,15.0,0.0,2.25,31.939999999999998,100.0,72.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 534 days.
WS/MP577/2026-2027/133610-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,vakota game maji sarpanch faliya ma sarvjanik kuva nu kam,2024-07-17,2026-06-30,250000.0,713,Sanction,35.1,15.0,100.0,0.0,15.0,14.04,2.25,15.0,0.0,2.25,33.54,100.0,73.4,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 713 days.
"WS/MP577/2025-2026/133611-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,dhanarpatiya game mukhy  faliyama c.c.road nu kam,2024-07-17,2026-01-02,250000.0,534,Sanction,31.1,15.0,100.0,0.0,15.0,12.44,2.25,15.0,0.0,2.25,31.939999999999998,100.0,72.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 534 days.
"WS/MP577/2024-2025/133612-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,khajuri game mali faliya ma c.c.road nu kam,2024-07-17,2025-03-16,250000.0,242,Sanction,19.6,15.0,75.0,0.0,15.0,7.84,2.25,11.25,0.0,2.25,23.59,75.0,54.4,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 242 days.
WS/MP577/2025-2026/133613-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,zabu game bamaniya faliya ma sarvajanik kuva nu kam,2024-07-17,2026-01-02,250000.0,534,Sanction,31.1,15.0,100.0,0.0,15.0,12.44,2.25,15.0,0.0,2.25,31.939999999999998,100.0,72.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 534 days.
"WS/MP577/2025-2026/133614-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,zabu game pateliya faliya ma c.c.road nu kam,2024-07-17,2026-01-02,250000.0,534,Sanction,31.1,15.0,100.0,0.0,15.0,12.44,2.25,15.0,0.0,2.25,31.939999999999998,100.0,72.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 534 days.
WS/MP18152/2024-2025/133686-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Construction of MID DAY Meal Shed in Govt Primary school bajakhana main,2024-07-22,2024-08-02,300000.0,11,Physical Inspection,12.2,15.0,15.0,35.45760392551849,15.0,4.88,2.25,2.25,5.3186,2.25,16.9486,35.45760392551849,28.1,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18152/2024-2025/133687-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Construction of MID DAY Meal Shed in Govt Primary school Gondara,2024-07-22,2024-08-02,300000.0,11,Physical Inspection,12.2,15.0,15.0,39.2036683317338,15.0,4.88,2.25,2.25,5.8806,2.25,17.5106,39.2036683317338,30.5,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18152/2024-2025/133688-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Construction of MID DAY Meal Shed in Govt Primary school Sedha Singhwala,2024-07-22,2024-08-02,300000.0,11,Physical Inspection,12.2,15.0,15.0,0.0,15.0,4.88,2.25,2.25,0.0,2.25,11.629999999999999,15.0,13.7,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18152/2024-2025/133689-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Construction of MID DAY Meal Shed in Govt Primary school Rauwala,2024-07-22,2024-08-02,300000.0,11,Physical Inspection,12.2,15.0,15.0,39.2036683317338,15.0,4.88,2.25,2.25,5.8806,2.25,17.5106,39.2036683317338,30.5,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18152/2024-2025/133690-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Construction of MID DAY Meal Shed in Govt Primary school Dal Singh Wala,2024-07-22,2024-08-02,300000.0,11,Physical Inspection,12.2,15.0,15.0,0.0,15.0,4.88,2.25,2.25,0.0,2.25,11.629999999999999,15.0,13.7,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18152/2024-2025/133691-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Construction of MID DAY Meal Shed in Govt Primary school Bajakhana (Bus adda),2024-07-22,2024-08-02,300000.0,11,Physical Inspection,12.2,15.0,15.0,0.0,15.0,4.88,2.25,2.25,0.0,2.25,11.629999999999999,15.0,13.7,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18152/2024-2025/133692-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Construction of MID DAY Meal Shed in Govt Primary school Okandwala,2024-07-22,2024-09-02,299155.0,42,Physical Inspection,12.2,15.0,15.0,39.2036683317338,15.0,4.88,2.25,2.25,5.8806,2.25,17.5106,39.2036683317338,30.5,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18152/2024-2025/133693-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Construction of MID DAY Meal Shed in Govt Primary school Gumti Khurd,2024-07-22,2024-08-02,300000.0,11,Physical Inspection,12.2,15.0,15.0,0.0,15.0,4.88,2.25,2.25,0.0,2.25,11.629999999999999,15.0,13.7,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18152/2024-2025/133694-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Construction of MID DAY Meal Shed in Govt Primary school Pakka No.4,2024-07-22,2024-08-02,300000.0,11,Physical Inspection,12.2,15.0,15.0,41.59169202652764,15.0,4.88,2.25,2.25,6.2388,2.25,17.8688,41.59169202652764,32.1,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18152/2024-2025/133695-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Construction of Cycle Shed in Govt Primary school Lambwali,2024-07-22,2024-09-02,197304.0,42,Physical Inspection,12.1,15.0,15.0,0.0,15.0,4.84,2.25,2.25,0.0,2.25,11.59,15.0,13.6,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18152/2024-2025/133696-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Installation of RO System and water cooler in Govt Primary school Pakka No.4,2024-07-22,2024-08-02,84500.0,11,Physical Inspection,15.0,15.0,15.0,40.88604000012738,15.0,6.0,2.25,2.25,6.1329,2.25,18.8829,40.88604000012738,32.1,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18152/2024-2025/133697-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Construction of Smart Classroom & Cycle Shed in Govt Primary school Machaki Mal Singh,2024-07-22,2024-09-02,298940.0,42,Physical Inspection,12.2,15.0,15.0,0.0,15.0,4.88,2.25,2.25,0.0,2.25,11.629999999999999,15.0,13.7,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18152/2024-2025/133698-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Installation of Two Interactive panel for Smart Class in Govt High school Dhimanwali,2024-07-22,2024-09-02,250000.0,42,Physical Inspection,12.3,15.0,15.0,0.0,15.0,4.92,2.25,2.25,0.0,2.25,11.67,15.0,13.7,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18152/2024-2025/133699-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Installation of RO System and water cooler in Govt Primary school Dhilwan kalan,2024-07-22,2024-09-02,84500.0,42,Physical Inspection,13.8,15.0,15.0,0.0,15.0,5.52,2.25,2.25,0.0,2.25,12.27,15.0,13.9,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18152/2024-2025/133700-Installing community drinking water plants,Punjab,SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Installation of RO System and water cooler in Govt Primary school Gurri Sangar,2024-07-22,2025-01-01,100000.0,163,Physical Inspection,32.0,15.0,45.0,36.32932219270376,15.0,12.8,2.25,6.75,5.4494,2.25,29.4994,45.0,38.8,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18152/2024-2025/133701-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Installation of RO System and water cooler in Govt Primary school Bajakhana Main,2024-07-22,2024-08-02,84500.0,11,Physical Inspection,15.0,15.0,15.0,0.0,15.0,6.0,2.25,2.25,0.0,2.25,12.75,15.0,14.1,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18152/2024-2025/133702-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Installation of RO System and water cooler in Govt Middle school Chahal,2024-07-22,2024-09-02,84500.0,42,Physical Inspection,13.8,15.0,15.0,0.0,15.0,5.52,2.25,2.25,0.0,2.25,12.27,15.0,13.9,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18152/2024-2025/133703-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Installation of RO System and water cooler in Govt Primary school Dhudi,2024-07-22,2024-08-02,84500.0,11,Physical Inspection,15.0,15.0,15.0,38.377131497812066,15.0,6.0,2.25,2.25,5.7566,2.25,18.5066,38.377131497812066,30.4,Low,🟢 Project parameters within standard baseline bounds.
